,_id,id,title,artist,feeling,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,encoded
4653,63769a902cd3e1466f057363,4dlMJdE3DDdWmRPasN4Utl,Transcend Fate Of A Dj,Memories Of Tomorrow,Arousing,0.555,8.66e-05,0.898,0.662,0.0998,0.648,-9.889,0.0338,7
4654,63769a902cd3e1466f057364,3wMUvT6eIw2L5cZFG1yH9j,Country Grammar,Nelly,Arousing,0.865,0.00689,0.664,0.0,0.142,0.565,-6.822,0.108,7
4655,63769a912cd3e1466f057365,6hHc7Pks7wtBIW8Z6A0iFq,Blue Monday,New Order,Arousing,0.762,0.00198,0.651,0.856,0.111,0.941,-13.34,0.0655,7
4656,63769a912cd3e1466f057366,0Pie5DFAHHxpkONFUsAI6s,Aneurysm,Nirvana,Arousing,0.298,7.66e-05,0.823,7.53e-05,0.132,0.235,-9.793,0.0816,7
4657,63769a912cd3e1466f057367,0YO65TbY548F7kSncBMksX,Mr. Pitiful,Otis Redding,Arousing,0.806,0.0544,0.489,2.88e-05,0.0696,0.899,-12.898,0.104,7
4658,63769a912cd3e1466f057368,2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,Arousing,0.838,0.22,0.794,0.0,0.0575,0.962,-8.245,0.0531,7
4659,63769a912cd3e1466f057369,5XslkyGArAf9RQorFIC7M0,A Journey To Reedham (7Am Mix),Squarepusher,Arousing,0.467,0.00074,0.947,0.683,0.335,0.391,-9.041,0.0382,7
4660,63769a912cd3e1466f05736a,0RnCUYXa7jhgTXtiMXF2PQ,You Make Me Feel Mighty Real,Sylvester,Arousing,0.629,0.0309,0.851,0.303,0.0947,0.961,-11.182,0.0294,7
4661,63769a922cd3e1466f05736b,7vGo6GXSO3A7YO7zZSHt0F,Bang The Drum All Day,Todd Rundgren,Arousing,0.653,0.572,0.914,0.0,0.0745,0.961,-7.01,0.0587,7
4662,63769a922cd3e1466f05736c,4Mj2GtsgUDaf43zxdw48hd,Gary Gilmores Eyes,Adverts,Backing Vocals,0.421,0.0349,0.598,4.8e-06,0.416,0.778,-6.078,0.0487,8
4663,63769a922cd3e1466f05736d,4PtZE0h5oyPhCtPjg3NeYQ,No Excuses,Alice In Chains,Backing Vocals,0.527,0.0206,0.838,0.00062,0.07,0.721,-6.013,0.0323,8
4664,63769a922cd3e1466f05736e,2xtC6kb6H26qVX4ZdncS7f,God Bless The Child,Billie Holiday,Backing Vocals,0.426,0.944,0.145,1.74e-05,0.238,0.24,-12.006,0.0334,8
4665,63769a922cd3e1466f05736f,5Og9VyCOfxmZCuv1UhIyxE,Six Pack,Black Flag,Backing Vocals,0.33,0.157,0.784,2.08e-05,0.58,0.196,-15.285,0.19,8
4666,63769a922cd3e1466f057370,6L4fEE9awoUnSEy1bmQebb,Country House,Blur,Backing Vocals,0.331,0.205,0.885,0.0,0.123,0.589,-6.606,0.0923,8
4667,63769a932cd3e1466f057371,7dRfobhDNnsEgB2ZArxA1f,El Cuarto De Tula,Buena Vista Social Club,Backing Vocals,0.552,0.595,0.664,0.000409,0.299,0.858,-13.167,0.0454,8
4668,63769a932cd3e1466f057372,2OF0cucwD36aHHa1uzDFzX,Devil And The Woman,C Layne,Backing Vocals,0.618,0.176,0.36,0.000981,0.0531,0.494,-14.021,0.0571,8
4669,63769a942cd3e1466f057373,0nFKHCf1Ibij8m370l2KlZ,Good Times Roll,Cars,Backing Vocals,0.631,0.0731,0.689,0.000357,0.102,0.645,-8.358,0.0284,8
4670,63769a942cd3e1466f057374,11mwFrKvLXCbcVGNxffGyP,Genie In A Bottle,Christina Aguilera,Backing Vocals,0.633,0.209,0.8,0.000123,0.137,0.913,-6.945,0.166,8
4671,63769a942cd3e1466f057375,5YScXJKtefsgdskIy60N7A,Tubthumping,Chumbawamba,Backing Vocals,0.263,0.106,0.871,0.0,0.363,0.622,-7.496,0.131,8
4672,63769a942cd3e1466f057376,3CZ4BXMk4xpCJcWeowNERh,Guinnevere,Crosby Stills And Nash,Backing Vocals,0.467,0.817,0.0936,0.00365,0.113,0.178,-19.998,0.037,8
4673,63769a952cd3e1466f057377,7cy1bEJV6FCtDaYpsk8aG6,China Grove,Doobie Brothers,Backing Vocals,0.623,0.319,0.91,0.000448,0.081,0.745,-8.448,0.0384,8
4674,63769a952cd3e1466f057378,0kSkSJGSbPIxW6jRmOmS5d,Nuthin But A G Thang,Dr. Dre,Backing Vocals,0.797,0.00701,0.712,0.0,0.308,0.738,-8.581,0.281,8
4675,63769a952cd3e1466f057379,1WYokrkFOb9TFVuTrmxTTt,Tequila Sunrise,Eagles,Backing Vocals,0.632,0.536,0.397,0.0421,0.106,0.731,-12.855,0.0265,8
4676,63769a952cd3e1466f05737a,3AaPC1M5Vsvt8AcpVlHpsL,Less Than Zero,Elvis Costello,Backing Vocals,0.794,0.429,0.489,4.58e-06,0.0648,0.924,-10.309,0.0596,8
4677,63769a952cd3e1466f05737b,6vNqtsR9ZybtHIWaW4cDSZ,Brilliant Day Eine Kleine Mix,Four Stones,Backing Vocals,0.295,0.94,0.157,0.0479,0.318,0.187,-15.11,0.0356,8
4678,63769a962cd3e1466f05737c,3Bfm9m97HUCH9dXjME7NBN,Cuckoo Cocoon,Genesis,Backing Vocals,0.315,0.974,0.323,0.0036,0.185,0.207,-10.57,0.044,8
4679,63769a962cd3e1466f05737d,0PLWmkWQVVrfLYwmRvL6x2,Rotgut,Jackalopes,Backing Vocals,0.5,5.05e-05,0.948,0.0152,0.147,0.892,-6.936,0.105,8
4680,63769a962cd3e1466f05737e,1Oewmmr12xuhgzvUJ9Q0cf,Surf City,Jan And Dean,Backing Vocals,0.534,0.497,0.807,5e-05,0.232,0.964,-12.871,0.0349,8
4681,63769a972cd3e1466f05737f,4uGIJG1jYFonGc4LGp5uQL,Somebody To Love,Jefferson Airplane,Backing Vocals,0.504,0.408,0.578,0.0,0.321,0.654,-9.302,0.031,8
4682,63769a972cd3e1466f057380,6jX5mso4x00c1EiNMrTU9U,Please Mr. Postman,Marvelettes,Backing Vocals,0.785,0.729,0.776,0.0,0.181,0.967,-5.259,0.0312,8
4683,63769a972cd3e1466f057381,4591VqUIXysNlmI5NcAIUd,My Guy,Mary Wells,Backing Vocals,0.691,0.557,0.581,4.62e-05,0.147,0.91,-7.85,0.065,8
4684,63769a972cd3e1466f057382,3wMUvT6eIw2L5cZFG1yH9j,Country Grammar,Nelly,Backing Vocals,0.865,0.00689,0.664,0.0,0.142,0.565,-6.822,0.108,8
4685,63769a972cd3e1466f057383,2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,Backing Vocals,0.838,0.22,0.794,0.0,0.0575,0.962,-8.245,0.0531,8
4686,63769a972cd3e1466f057384,586EonpqbFo5GRPRy8IKqf,Cigarettes And Chocolate Milk,Rufus Wainwright,Backing Vocals,0.46,0.795,0.378,0.0,0.0905,0.166,-8.95,0.0271,8
4687,63769a972cd3e1466f057385,0oPZm6DNVj4rv5uGOw2w7q,Possession,Sarah Mclachlan,Backing Vocals,0.476,0.2,0.658,0.00155,0.0635,0.357,-6.737,0.0281,8
4688,63769a982cd3e1466f057386,0NslHuacjxQYfUTOW3HCIV,New Slang,Shins,Backing Vocals,0.67,0.753,0.403,0.0903,0.0858,0.622,-10.623,0.031,8
4689,63769a982cd3e1466f057387,1rTdaeRbZSmcGo55Ku0JRo,Gin And Juice,Snoop Doggy Dogg,Backing Vocals,0.616,0.115,0.87,7.7e-06,0.386,0.437,-3.889,0.219,8
4690,63769a982cd3e1466f057388,702Gf3Gh3NsC1KbCFrlrpe,The Concept,Teenage Fanclub,Backing Vocals,0.424,0.00509,0.702,0.17,0.144,0.499,-10.008,0.033,8
4691,63769a982cd3e1466f057389,7vGo6GXSO3A7YO7zZSHt0F,Bang The Drum All Day,Todd Rundgren,Backing Vocals,0.653,0.572,0.914,0.0,0.0745,0.961,-7.01,0.0587,8
4692,63769a982cd3e1466f05738a,4Mj2GtsgUDaf43zxdw48hd,Gary Gilmores Eyes,Adverts,Bass Guitar,0.421,0.0349,0.598,4.8e-06,0.416,0.778,-6.078,0.0487,9
4693,63769a982cd3e1466f05738b,4PtZE0h5oyPhCtPjg3NeYQ,No Excuses,Alice In Chains,Bass Guitar,0.527,0.0206,0.838,0.00062,0.07,0.721,-6.013,0.0323,9
4694,63769a992cd3e1466f05738c,6iXQrhhgBisdfvS34EMTZ3,Mandy,Barry Manilow,Bass Guitar,0.308,0.418,0.464,2.49e-06,0.143,0.318,-9.032,0.0279,9
4695,63769a992cd3e1466f05738d,266M1Dgd2GeR8xW2tufu3a,Mr. Clarinet,Birthday Party,Bass Guitar,0.471,0.0105,0.644,6.5e-06,0.47,0.869,-12.876,0.0343,9
4696,63769a992cd3e1466f05738e,5Og9VyCOfxmZCuv1UhIyxE,Six Pack,Black Flag,Bass Guitar,0.33,0.157,0.784,2.08e-05,0.58,0.196,-15.285,0.19,9
4697,63769a9a2cd3e1466f05738f,7KgVUnGCMEXBwY2EeqGlaI,Comedown,Bush,Bass Guitar,0.469,6.53e-05,0.803,0.00024,0.121,0.384,-5.03,0.0584,9
4698,63769a9a2cd3e1466f057390,5YScXJKtefsgdskIy60N7A,Tubthumping,Chumbawamba,Bass Guitar,0.263,0.106,0.871,0.0,0.363,0.622,-7.496,0.131,9
4699,63769a9b2cd3e1466f057391,61gWgIkR2YtkIet9XjUc7X,Travelin Band,Creedence Clearwater Revival,Bass Guitar,0.512,0.00734,0.96,0.0479,0.226,0.956,-4.119,0.0796,9
4700,63769a9b2cd3e1466f057392,3ctsORVoVEDUxLpQAL0zOC,Brazil,Django Reinhardt,Bass Guitar,0.833,0.941,0.199,0.907,0.114,0.831,-13.781,0.0518,9
4701,63769a9b2cd3e1466f057393,7cy1bEJV6FCtDaYpsk8aG6,China Grove,Doobie Brothers,Bass Guitar,0.623,0.319,0.91,0.000448,0.081,0.745,-8.448,0.0384,9
4702,63769a9c2cd3e1466f057394,1iUgrte2PxLxQ6Te95RnAV,Heartbreak Hotel,Elvis Presley,Bass Guitar,0.695,0.843,0.295,1.58e-06,0.0856,0.732,-8.672,0.0609,9
4703,63769a9c2cd3e1466f057395,4ReyTz0y3TGkX48wO3Llot,Epic,Faith No More,Bass Guitar,0.358,0.0222,0.893,0.0524,0.126,0.262,-7.486,0.12,9
4704,63769a9d2cd3e1466f057396,4o7ZPI2fmEi3piRe0Hrfpy,Hey Jealousy,Gin Blossoms,Bass Guitar,0.471,0.000179,0.797,6.49e-06,0.299,0.497,-8.407,0.0389,9
4705,63769a9d2cd3e1466f057397,0nWFmSvTZmgxGKFxodXgIq,Moanin At Midnight,Howlin Wolf,Bass Guitar,0.362,0.884,0.507,0.00607,0.116,0.755,-13.978,0.0463,9
4706,63769a9d2cd3e1466f057398,4tZdPxjFCZepceY2iuoeKp,Stella Was A Diver And She Was Always Down,Interpol,Bass Guitar,0.421,0.0128,0.851,0.791,0.2,0.441,-5.505,0.0305,9
4707,63769a9d2cd3e1466f057399,0PLWmkWQVVrfLYwmRvL6x2,Rotgut,Jackalopes,Bass Guitar,0.5,5.05e-05,0.948,0.0152,0.147,0.892,-6.936,0.105,9
4708,63769a9e2cd3e1466f05739a,1Oewmmr12xuhgzvUJ9Q0cf,Surf City,Jan And Dean,Bass Guitar,0.534,0.497,0.807,5e-05,0.232,0.964,-12.871,0.0349,9
4709,63769a9e2cd3e1466f05739b,4uGIJG1jYFonGc4LGp5uQL,Somebody To Love,Jefferson Airplane,Bass Guitar,0.504,0.408,0.578,0.0,0.321,0.654,-9.302,0.031,9
4710,63769a9e2cd3e1466f05739c,4iYfF94DyjUD0HIjG9hNz5,Mirror People,Love And Rockets,Bass Guitar,0.407,5.78e-05,0.872,0.00116,0.0654,0.388,-9.205,0.0462,9
4711,63769a9e2cd3e1466f05739d,5JIdzOHynj0wI8tpvd15Ug,What People Are Made Of,Modest Mouse,Bass Guitar,0.404,0.000535,0.857,0.195,0.0994,0.54,-5.278,0.0548,9
4712,63769a9f2cd3e1466f05739e,3wMUvT6eIw2L5cZFG1yH9j,Country Grammar,Nelly,Bass Guitar,0.865,0.00689,0.664,0.0,0.142,0.565,-6.822,0.108,9
4713,63769a9f2cd3e1466f05739f,0Pie5DFAHHxpkONFUsAI6s,Aneurysm,Nirvana,Bass Guitar,0.298,7.66e-05,0.823,7.53e-05,0.132,0.235,-9.793,0.0816,9
4714,63769a9f2cd3e1466f0573a0,3CY7wjLc1CaAIrp9buEWhG,Simple Kind Of Life,No Doubt,Bass Guitar,0.576,0.0678,0.849,0.0,0.278,0.482,-5.199,0.0355,9
4715,63769a9f2cd3e1466f0573a1,51Z2IzJvLCnZaIpBV0IYRr,Wave Of Mutilation,Pixies,Bass Guitar,0.587,0.000135,0.811,0.472,0.0901,0.75,-10.824,0.0328,9
4716,63769a9f2cd3e1466f0573a2,63OQupATfueTdZMWTxW03A,Karma Police,Radiohead,Bass Guitar,0.36,0.0638,0.501,9.32e-05,0.172,0.324,-9.129,0.0258,9
4717,63769a9f2cd3e1466f0573a3,29F9vWkIUVQj2F4kX9EYre,I Just Want To Have Something To Do,Ramones,Bass Guitar,0.483,0.00631,0.934,1.01e-06,0.061,0.405,-2.138,0.0378,9
4718,63769aa02cd3e1466f0573a4,3wtMkvedoWMQ3XTKv7tqcZ,Love Is The Drug,Roxy Music,Bass Guitar,0.838,0.059,0.757,0.0119,0.0271,0.602,-5.399,0.0927,9
4719,63769aa02cd3e1466f0573a5,586EonpqbFo5GRPRy8IKqf,Cigarettes And Chocolate Milk,Rufus Wainwright,Bass Guitar,0.46,0.795,0.378,0.0,0.0905,0.166,-8.95,0.0271,9
4720,63769aa02cd3e1466f0573a6,0oPZm6DNVj4rv5uGOw2w7q,Possession,Sarah Mclachlan,Bass Guitar,0.476,0.2,0.658,0.00155,0.0635,0.357,-6.737,0.0281,9
4721,63769aa02cd3e1466f0573a7,5ZudHTeHiaKuPJC78V0fNv,Set Fire To The City,Shane Jackman,Bass Guitar,0.635,0.266,0.508,1.26e-05,0.0993,0.437,-8.38,0.0291,9
4722,63769aa12cd3e1466f0573a8,0NslHuacjxQYfUTOW3HCIV,New Slang,Shins,Bass Guitar,0.67,0.753,0.403,0.0903,0.0858,0.622,-10.623,0.031,9
4723,63769aa12cd3e1466f0573a9,758wEKVqfYopJIHYWdLVd4,I Wanna Be Adored,Stone Roses,Bass Guitar,0.494,0.012,0.862,0.213,0.228,0.59,-9.158,0.0273,9
4724,63769aa12cd3e1466f0573aa,1HdQSzMMb1AGOrYCOuvIEF,All Day Music,War,Bass Guitar,0.489,0.147,0.479,0.000666,0.107,0.517,-11.888,0.0329,9
4725,63769aa22cd3e1466f0573ab,3mwvKOyMmG77zZRunnxp9E,Buddy Holly,Weezer,Bass Guitar,0.556,0.00271,0.92,0.00021,0.117,0.771,-4.606,0.0367,9
4726,63769aa22cd3e1466f0573ac,30St98Bok3jJmXdkkHVPQe,Melissa,Allman Brothers Band,Boring,0.533,0.478,0.362,0.245,0.0857,0.45,-14.791,0.0244,10
4727,63769aa22cd3e1466f0573ad,6iXQrhhgBisdfvS34EMTZ3,Mandy,Barry Manilow,Boring,0.308,0.418,0.464,2.49e-06,0.143,0.318,-9.032,0.0279,10
4728,63769aa32cd3e1466f0573ae,2xtC6kb6H26qVX4ZdncS7f,God Bless The Child,Billie Holiday,Boring,0.426,0.944,0.145,1.74e-05,0.238,0.24,-12.006,0.0334,10
4729,63769aa32cd3e1466f0573af,3iFJgJga6nlf6ZqY7S0u9k,Take The Power Back,Bots,Boring,0.914,0.387,0.344,7e-06,0.0802,0.636,-8.994,0.225,10
4730,63769aa32cd3e1466f0573b0,2OF0cucwD36aHHa1uzDFzX,Devil And The Woman,C Layne,Boring,0.618,0.176,0.36,0.000981,0.0531,0.494,-14.021,0.0571,10
4731,63769aa32cd3e1466f0573b1,4EzuvyY886P8TMZzXTFgM5,Marsh Of Rhuddlan,Cheryl Ann Fulton,Boring,0.464,0.92,0.146,0.894,0.118,0.076,-20.693,0.0642,10
4732,63769aa32cd3e1466f0573b2,2YOak7hL5XozgxIyBge01e,These Foolish Things,Chet Baker,Boring,0.438,0.982,0.034,0.819,0.177,0.223,-21.213,0.046,10
4733,63769aa32cd3e1466f0573b3,3CZ4BXMk4xpCJcWeowNERh,Guinnevere,Crosby Stills And Nash,Boring,0.467,0.817,0.0936,0.00365,0.113,0.178,-19.998,0.037,10
4734,63769aa42cd3e1466f0573b4,598pO4ErAUZxdjhzXMWQVZ,Never Leave,Etherine,Boring,0.126,0.845,0.133,0.864,0.113,0.0644,-16.44,0.0411,10
4735,63769aa42cd3e1466f0573b5,6vNqtsR9ZybtHIWaW4cDSZ,Brilliant Day Eine Kleine Mix,Four Stones,Boring,0.295,0.94,0.157,0.0479,0.318,0.187,-15.11,0.0356,10
4736,63769aa52cd3e1466f0573b6,6kAedOL9bMj2cUoOOGubOk,The True One,Gene Clark,Boring,0.608,0.137,0.57,0.000626,0.352,0.731,-12.781,0.0269,10
4737,63769aa52cd3e1466f0573b7,3Bfm9m97HUCH9dXjME7NBN,Cuckoo Cocoon,Genesis,Boring,0.315,0.974,0.323,0.0036,0.185,0.207,-10.57,0.044,10
4738,63769aa52cd3e1466f0573b8,1obw2jJpSZAWTWXjEF5J4A,Gos,Go,Boring,0.93,0.919,0.496,0.0,0.343,0.805,-4.621,0.333,10
4739,63769aa52cd3e1466f0573b9,4tZdPxjFCZepceY2iuoeKp,Stella Was A Diver And She Was Always Down,Interpol,Boring,0.421,0.0128,0.851,0.791,0.2,0.441,-5.505,0.0305,10
4740,63769aa52cd3e1466f0573ba,7pKfPomDEeI4TPT6EOYjn9,Imagine,John Lennon,Boring,0.547,0.907,0.257,0.183,0.0935,0.169,-12.358,0.0252,10
4741,63769aa62cd3e1466f0573bb,34iOH7LY3vme5rQxsVILZ4,Love Will Tear Us Apart,Joy Division,Boring,0.527,0.000541,0.923,0.765,0.127,0.899,-7.458,0.0379,10
4742,63769aa62cd3e1466f0573bc,4F6FKxZPuhh4uKemnBeED2,Fruitless,Lisa Debenedictis,Boring,0.543,0.779,0.39,0.0107,0.0859,0.44,-17.209,0.0503,10
4743,63769aa72cd3e1466f0573bd,6jX5mso4x00c1EiNMrTU9U,Please Mr. Postman,Marvelettes,Boring,0.785,0.729,0.776,0.0,0.181,0.967,-5.259,0.0312,10
4744,63769aa72cd3e1466f0573be,3CY7wjLc1CaAIrp9buEWhG,Simple Kind Of Life,No Doubt,Boring,0.576,0.0678,0.849,0.0,0.278,0.482,-5.199,0.0355,10
4745,63769aa82cd3e1466f0573bf,1zNXF2svmdlNxfS5XeNUgr,Dont Know Why,Norah Jones,Boring,0.745,0.851,0.219,1.8e-05,0.0678,0.635,-11.216,0.0276,10
4746,63769aa82cd3e1466f0573c0,32l6LtDM5eoq67ERImp7hf,Dry,Pj Harvey,Boring,0.42,0.81,0.334,0.0,0.143,0.182,-12.057,0.026,10
4747,63769aa92cd3e1466f0573c1,1guIEbEw6v69ubNOuH9Aug,Sweet Home Chicago,Robert Johnson,Boring,0.658,0.966,0.121,1.69e-05,0.0808,0.383,-12.142,0.0928,10
4748,63769aa92cd3e1466f0573c2,586EonpqbFo5GRPRy8IKqf,Cigarettes And Chocolate Milk,Rufus Wainwright,Boring,0.46,0.795,0.378,0.0,0.0905,0.166,-8.95,0.0271,10
4749,63769aa92cd3e1466f0573c3,6tB8Ptc0Ccj8BiURFhU4F8,Prelude,Saros,Boring,0.221,0.956,0.0724,0.86,0.116,0.0326,-29.685,0.0536,10
4750,63769aaa2cd3e1466f0573c4,72WzLBoSQggMZ0S5hm95VH,Soul And Fire,Sebadoh,Boring,0.431,0.0257,0.618,0.000697,0.0837,0.325,-9.404,0.0266,10
4751,63769aaa2cd3e1466f0573c5,5ZudHTeHiaKuPJC78V0fNv,Set Fire To The City,Shane Jackman,Boring,0.635,0.266,0.508,1.26e-05,0.0993,0.437,-8.38,0.0291,10
4752,63769aab2cd3e1466f0573c6,0NslHuacjxQYfUTOW3HCIV,New Slang,Shins,Boring,0.67,0.753,0.403,0.0903,0.0858,0.622,-10.623,0.031,10
4753,63769aac2cd3e1466f0573c7,1rTdaeRbZSmcGo55Ku0JRo,Gin And Juice,Snoop Doggy Dogg,Boring,0.616,0.115,0.87,7.7e-06,0.386,0.437,-3.889,0.219,10
4754,63769aad2cd3e1466f0573c8,4SrJyRdyHYxxkcVMQ3QkGE,Corcovado Quiet Nights Of Quiet Stars,Stan Getz,Boring,0.572,0.961,0.152,0.000432,0.136,0.339,-15.658,0.0408,10
4755,63769aad2cd3e1466f0573c9,758wEKVqfYopJIHYWdLVd4,I Wanna Be Adored,Stone Roses,Boring,0.494,0.012,0.862,0.213,0.228,0.59,-9.158,0.0273,10
4756,63769aad2cd3e1466f0573ca,702Gf3Gh3NsC1KbCFrlrpe,The Concept,Teenage Fanclub,Boring,0.424,0.00509,0.702,0.17,0.144,0.499,-10.008,0.033,10
4757,63769aad2cd3e1466f0573cb,30St98Bok3jJmXdkkHVPQe,Melissa,Allman Brothers Band,Calming,0.533,0.478,0.362,0.245,0.0857,0.45,-14.791,0.0244,11
4758,63769aae2cd3e1466f0573cc,6iXQrhhgBisdfvS34EMTZ3,Mandy,Barry Manilow,Calming,0.308,0.418,0.464,2.49e-06,0.143,0.318,-9.032,0.0279,11
4759,63769aae2cd3e1466f0573cd,2xtC6kb6H26qVX4ZdncS7f,God Bless The Child,Billie Holiday,Calming,0.426,0.944,0.145,1.74e-05,0.238,0.24,-12.006,0.0334,11
4760,63769aae2cd3e1466f0573ce,4EzuvyY886P8TMZzXTFgM5,Marsh Of Rhuddlan,Cheryl Ann Fulton,Calming,0.464,0.92,0.146,0.894,0.118,0.076,-20.693,0.0642,11
4761,63769aae2cd3e1466f0573cf,2YOak7hL5XozgxIyBge01e,These Foolish Things,Chet Baker,Calming,0.438,0.982,0.034,0.819,0.177,0.223,-21.213,0.046,11
4762,63769aae2cd3e1466f0573d0,6AvNU4Omd344qR90aLOE6q,Lester Leaps In,Count Basie,Calming,0.738,0.899,0.282,0.382,0.277,0.67,-11.715,0.0375,11
4763,63769aaf2cd3e1466f0573d1,3CZ4BXMk4xpCJcWeowNERh,Guinnevere,Crosby Stills And Nash,Calming,0.467,0.817,0.0936,0.00365,0.113,0.178,-19.998,0.037,11
4764,63769aaf2cd3e1466f0573d2,4xFxK0FXmNlUDRgCaIQCVn,Here With Me,Dido,Calming,0.555,0.113,0.578,3.43e-06,0.0747,0.333,-7.942,0.0277,11
4765,63769ab02cd3e1466f0573d3,3ctsORVoVEDUxLpQAL0zOC,Brazil,Django Reinhardt,Calming,0.833,0.941,0.199,0.907,0.114,0.831,-13.781,0.0518,11
4766,63769ab02cd3e1466f0573d4,1WYokrkFOb9TFVuTrmxTTt,Tequila Sunrise,Eagles,Calming,0.632,0.536,0.397,0.0421,0.106,0.731,-12.855,0.0265,11
4767,63769ab02cd3e1466f0573d5,3pwj90XGAD6I0jO3q6fkCx,Baby Britain,Elliott Smith,Calming,0.682,0.571,0.444,0.0,0.11,0.572,-8.716,0.0327,11
4768,63769ab02cd3e1466f0573d6,598pO4ErAUZxdjhzXMWQVZ,Never Leave,Etherine,Calming,0.126,0.845,0.133,0.864,0.113,0.0644,-16.44,0.0411,11
4769,63769ab12cd3e1466f0573d7,7t6LFIamam5fRx6sSOsPSN,Fly Me To The Moon,Frank Sinatra,Calming,0.67,0.525,0.365,0.0,0.0575,0.45,-10.158,0.0566,11
4770,63769ab12cd3e1466f0573d8,6kAedOL9bMj2cUoOOGubOk,The True One,Gene Clark,Calming,0.608,0.137,0.57,0.000626,0.352,0.731,-12.781,0.0269,11
4771,63769ab12cd3e1466f0573d9,3Bfm9m97HUCH9dXjME7NBN,Cuckoo Cocoon,Genesis,Calming,0.315,0.974,0.323,0.0036,0.185,0.207,-10.57,0.044,11
4772,63769ab12cd3e1466f0573da,1Oewmmr12xuhgzvUJ9Q0cf,Surf City,Jan And Dean,Calming,0.534,0.497,0.807,5e-05,0.232,0.964,-12.871,0.0349,11
4773,63769ab22cd3e1466f0573db,1pGqxUIWYrupUGJDyoIpCF,I M Alive,Kenji Williams,Calming,0.671,0.0155,0.492,0.877,0.165,0.746,-12.937,0.043,11
4774,63769ab22cd3e1466f0573dc,1zNXF2svmdlNxfS5XeNUgr,Dont Know Why,Norah Jones,Calming,0.745,0.851,0.219,1.8e-05,0.0678,0.635,-11.216,0.0276,11
4775,63769ab22cd3e1466f0573dd,63OQupATfueTdZMWTxW03A,Karma Police,Radiohead,Calming,0.36,0.0638,0.501,9.32e-05,0.172,0.324,-9.129,0.0258,11
4776,63769ab22cd3e1466f0573de,586EonpqbFo5GRPRy8IKqf,Cigarettes And Chocolate Milk,Rufus Wainwright,Calming,0.46,0.795,0.378,0.0,0.0905,0.166,-8.95,0.0271,11
4777,63769ab32cd3e1466f0573df,0oPZm6DNVj4rv5uGOw2w7q,Possession,Sarah Mclachlan,Calming,0.476,0.2,0.658,0.00155,0.0635,0.357,-6.737,0.0281,11
4778,63769ab32cd3e1466f0573e0,5ZudHTeHiaKuPJC78V0fNv,Set Fire To The City,Shane Jackman,Calming,0.635,0.266,0.508,1.26e-05,0.0993,0.437,-8.38,0.0291,11
4779,63769ab32cd3e1466f0573e1,0NslHuacjxQYfUTOW3HCIV,New Slang,Shins,Calming,0.67,0.753,0.403,0.0903,0.0858,0.622,-10.623,0.031,11
4780,63769ab32cd3e1466f0573e2,4SrJyRdyHYxxkcVMQ3QkGE,Corcovado Quiet Nights Of Quiet Stars,Stan Getz,Calming,0.572,0.961,0.152,0.000432,0.136,0.339,-15.658,0.0408,11
4781,63769ab42cd3e1466f0573e3,1HdQSzMMb1AGOrYCOuvIEF,All Day Music,War,Calming,0.489,0.147,0.479,0.000666,0.107,0.517,-11.888,0.0329,11
4782,63769ab42cd3e1466f0573e4,7dRfobhDNnsEgB2ZArxA1f,El Cuarto De Tula,Buena Vista Social Club,Catchy,0.552,0.595,0.664,0.000409,0.299,0.858,-13.167,0.0454,12
4783,63769ab42cd3e1466f0573e5,0nFKHCf1Ibij8m370l2KlZ,Good Times Roll,Cars,Catchy,0.631,0.0731,0.689,0.000357,0.102,0.645,-8.358,0.0284,12
4784,63769ab42cd3e1466f0573e6,11mwFrKvLXCbcVGNxffGyP,Genie In A Bottle,Christina Aguilera,Catchy,0.633,0.209,0.8,0.000123,0.137,0.913,-6.945,0.166,12
4785,63769ab42cd3e1466f0573e7,5YScXJKtefsgdskIy60N7A,Tubthumping,Chumbawamba,Catchy,0.263,0.106,0.871,0.0,0.363,0.622,-7.496,0.131,12
4786,63769ab52cd3e1466f0573e8,6AvNU4Omd344qR90aLOE6q,Lester Leaps In,Count Basie,Catchy,0.738,0.899,0.282,0.382,0.277,0.67,-11.715,0.0375,12
4787,63769ab52cd3e1466f0573e9,61gWgIkR2YtkIet9XjUc7X,Travelin Band,Creedence Clearwater Revival,Catchy,0.512,0.00734,0.96,0.0479,0.226,0.956,-4.119,0.0796,12
4788,63769ab52cd3e1466f0573ea,4xFxK0FXmNlUDRgCaIQCVn,Here With Me,Dido,Catchy,0.555,0.113,0.578,3.43e-06,0.0747,0.333,-7.942,0.0277,12
4789,63769ab52cd3e1466f0573eb,3ctsORVoVEDUxLpQAL0zOC,Brazil,Django Reinhardt,Catchy,0.833,0.941,0.199,0.907,0.114,0.831,-13.781,0.0518,12
4790,63769ab52cd3e1466f0573ec,0kSkSJGSbPIxW6jRmOmS5d,Nuthin But A G Thang,Dr. Dre,Catchy,0.797,0.00701,0.712,0.0,0.308,0.738,-8.581,0.281,12
